patient	well_fov	input_subparent_name	mask_subparent_name
NF0016_T1	D6-1	zstack_images	segmentation_masks
NF0016_T1	C6-2	zstack_images	segmentation_masks
NF0016_T1	F7-3	zstack_images	segmentation_masks
NF0016_T1	F9-2	zstack_images	segmentation_masks
NF0016_T1	G7-3	zstack_images	segmentation_masks
NF0016_T1	C4-4	zstack_images	segmentation_masks
NF0016_T1	F3-1	zstack_images	segmentation_masks
NF0016_T1	E11-1	zstack_images	segmentation_masks
NF0016_T1	F4-1	zstack_images	segmentation_masks
NF0016_T1	E4-3	zstack_images	segmentation_masks
NF0016_T1	D7-1	zstack_images	segmentation_masks
NF0016_T1	F10-2	zstack_images	segmentation_masks
NF0016_T1	D6-2	zstack_images	segmentation_masks
NF0016_T1	D2-3	zstack_images	segmentation_masks
NF0016_T1	C3-1	zstack_images	segmentation_masks
NF0016_T1	G10-3	zstack_images	segmentation_masks
NF0016_T1	G5-3	zstack_images	segmentation_masks
NF0016_T1	D8-3	zstack_images	segmentation_masks
NF0016_T1	E8-2	zstack_images	segmentation_masks
NF0016_T1	D7-2	zstack_images	segmentation_masks
NF0016_T1	G8-2	zstack_images	segmentation_masks
NF0016_T1	F2-2	zstack_images	segmentation_masks
NF0016_T1	F8-1	zstack_images	segmentation_masks
NF0016_T1	F9-3	zstack_images	segmentation_masks
NF0016_T1	G6-3	zstack_images	segmentation_masks
NF0016_T1	G4-2	zstack_images	segmentation_masks
NF0016_T1	G7-2	zstack_images	segmentation_masks
NF0016_T1	F5-2	zstack_images	segmentation_masks
NF0016_T1	G8-3	zstack_images	segmentation_masks
NF0016_T1	F11-1	zstack_images	segmentation_masks
NF0016_T1	G4-1	zstack_images	segmentation_masks
NF0016_T1	F7-4	zstack_images	segmentation_masks
NF0016_T1	D9-4	zstack_images	segmentation_masks
NF0016_T1	E8-1	zstack_images	segmentation_masks
NF0016_T1	D11-2	zstack_images	segmentation_masks
NF0016_T1	E11-3	zstack_images	segmentation_masks
NF0016_T1	D5-1	zstack_images	segmentation_masks
NF0016_T1	F10-1	zstack_images	segmentation_masks
NF0016_T1	G5-4	zstack_images	segmentation_masks
NF0016_T1	C6-3	zstack_images	segmentation_masks
NF0016_T1	C9-1	zstack_images	segmentation_masks
NF0016_T1	D9-2	zstack_images	segmentation_masks
NF0016_T1	G4-3	zstack_images	segmentation_masks
NF0016_T1	C8-2	zstack_images	segmentation_masks
NF0016_T1	F9-1	zstack_images	segmentation_masks
NF0016_T1	G9-2	zstack_images	segmentation_masks
NF0016_T1	F6-2	zstack_images	segmentation_masks
NF0016_T1	E10-4	zstack_images	segmentation_masks
NF0016_T1	C8-1	zstack_images	segmentation_masks
NF0016_T1	F4-3	zstack_images	segmentation_masks
NF0016_T1	F5-1	zstack_images	segmentation_masks
NF0016_T1	G7-1	zstack_images	segmentation_masks
NF0016_T1	E7-2	zstack_images	segmentation_masks
NF0016_T1	C4-1	zstack_images	segmentation_masks
NF0016_T1	G3-1	zstack_images	segmentation_masks
NF0016_T1	D8-2	zstack_images	segmentation_masks
NF0016_T1	C10-1	zstack_images	segmentation_masks
NF0016_T1	D11-1	zstack_images	segmentation_masks
NF0016_T1	F3-3	zstack_images	segmentation_masks
NF0016_T1	E3-2	zstack_images	segmentation_masks
NF0016_T1	E11-2	zstack_images	segmentation_masks
NF0016_T1	F11-3	zstack_images	segmentation_masks
NF0016_T1	E6-1	zstack_images	segmentation_masks
NF0016_T1	D10-1	zstack_images	segmentation_masks
NF0016_T1	C7-1	zstack_images	segmentation_masks
NF0016_T1	F6-1	zstack_images	segmentation_masks
NF0016_T1	F7-2	zstack_images	segmentation_masks
NF0016_T1	E5-1	zstack_images	segmentation_masks
NF0016_T1	E5-3	zstack_images	segmentation_masks
NF0016_T1	G10-2	zstack_images	segmentation_masks
NF0016_T1	C10-2	zstack_images	segmentation_masks
NF0016_T1	G10-1	zstack_images	segmentation_masks
NF0016_T1	D4-1	zstack_images	segmentation_masks
NF0016_T1	C5-1	zstack_images	segmentation_masks
NF0016_T1	G5-1	zstack_images	segmentation_masks
NF0016_T1	C4-2	zstack_images	segmentation_masks
NF0016_T1	G5-2	zstack_images	segmentation_masks
NF0016_T1	E7-1	zstack_images	segmentation_masks
NF0016_T1	F8-2	zstack_images	segmentation_masks
NF0016_T1	C7-2	zstack_images	segmentation_masks
NF0016_T1	E9-2	zstack_images	segmentation_masks
NF0016_T1	E10-1	zstack_images	segmentation_masks
NF0016_T1	F8-3	zstack_images	segmentation_masks
NF0016_T1	E9-4	zstack_images	segmentation_masks
NF0016_T1	E9-1	zstack_images	segmentation_masks
NF0016_T1	E2-1	zstack_images	segmentation_masks
NF0016_T1	E4-1	zstack_images	segmentation_masks
NF0016_T1	E4-2	zstack_images	segmentation_masks
NF0016_T1	D10-2	zstack_images	segmentation_masks
NF0016_T1	D9-3	zstack_images	segmentation_masks
NF0016_T1	E10-3	zstack_images	segmentation_masks
NF0016_T1	D4-2	zstack_images	segmentation_masks
NF0016_T1	D8-1	zstack_images	segmentation_masks
NF0016_T1	F7-1	zstack_images	segmentation_masks
NF0016_T1	D2-1	zstack_images	segmentation_masks
NF0016_T1	E11-4	zstack_images	segmentation_masks
NF0016_T1	F5-3	zstack_images	segmentation_masks
NF0016_T1	D5-3	zstack_images	segmentation_masks
NF0018_T6	E5-2	zstack_images	segmentation_masks
NF0018_T6	D5-2	zstack_images	segmentation_masks
NF0018_T6	G6-1	zstack_images	segmentation_masks
NF0018_T6	G8-1	zstack_images	segmentation_masks
NF0018_T6	C9-2	zstack_images	segmentation_masks
NF0018_T6	E8-6	zstack_images	segmentation_masks
NF0018_T6	D9-1	zstack_images	segmentation_masks
NF0018_T6	E2-2	zstack_images	segmentation_masks
NF0018_T6	G4-4	zstack_images	segmentation_masks
NF0018_T6	E2-3	zstack_images	segmentation_masks
NF0018_T6	C5-2	zstack_images	segmentation_masks
NF0018_T6	D3-3	zstack_images	segmentation_masks
NF0018_T6	E10-2	zstack_images	segmentation_masks
NF0018_T6	C6-1	zstack_images	segmentation_masks
NF0018_T6	E6-3	zstack_images	segmentation_masks
NF0018_T6	D3-1	zstack_images	segmentation_masks
NF0018_T6	F10-3	zstack_images	segmentation_masks
NF0018_T6	G9-1	zstack_images	segmentation_masks
NF0018_T6	F11-2	zstack_images	segmentation_masks
NF0018_T6	C3-2	zstack_images	segmentation_masks
NF0018_T6	C4-3	zstack_images	segmentation_masks
NF0018_T6	E3-1	zstack_images	segmentation_masks
NF0018_T6	E9-3	zstack_images	segmentation_masks
NF0018_T6	G8-5	zstack_images	segmentation_masks
NF0018_T6	D2-2	zstack_images	segmentation_masks
NF0018_T6	G6-2	zstack_images	segmentation_masks
NF0018_T6	E6-2	zstack_images	segmentation_masks
NF0018_T6	F2-1	zstack_images	segmentation_masks
NF0018_T6	F3-2	zstack_images	segmentation_masks
NF0018_T6	D6-1	zstack_images	segmentation_masks
NF0018_T6	C6-2	zstack_images	segmentation_masks
NF0018_T6	C8-3	zstack_images	segmentation_masks
NF0018_T6	F7-3	zstack_images	segmentation_masks
NF0018_T6	F9-2	zstack_images	segmentation_masks
NF0018_T6	G7-3	zstack_images	segmentation_masks
NF0018_T6	F3-1	zstack_images	segmentation_masks
NF0018_T6	E11-1	zstack_images	segmentation_masks
NF0018_T6	F4-1	zstack_images	segmentation_masks
NF0018_T6	E4-3	zstack_images	segmentation_masks
NF0018_T6	E7-4	zstack_images	segmentation_masks
NF0018_T6	D7-1	zstack_images	segmentation_masks
NF0018_T6	F10-2	zstack_images	segmentation_masks
NF0018_T6	D6-2	zstack_images	segmentation_masks
NF0018_T6	G8-4	zstack_images	segmentation_masks
NF0018_T6	D2-3	zstack_images	segmentation_masks
NF0018_T6	C3-1	zstack_images	segmentation_masks
NF0018_T6	F4-4	zstack_images	segmentation_masks
NF0018_T6	C2-1	zstack_images	segmentation_masks
NF0018_T6	C3-3	zstack_images	segmentation_masks
NF0018_T6	G5-3	zstack_images	segmentation_masks
NF0018_T6	E7-3	zstack_images	segmentation_masks
NF0018_T6	C2-2	zstack_images	segmentation_masks
NF0018_T6	G2-2	zstack_images	segmentation_masks
NF0018_T6	G6-4	zstack_images	segmentation_masks
NF0018_T6	D8-3	zstack_images	segmentation_masks
NF0018_T6	F8-4	zstack_images	segmentation_masks
NF0018_T6	C7-3	zstack_images	segmentation_masks
NF0018_T6	E8-2	zstack_images	segmentation_masks
NF0018_T6	D7-2	zstack_images	segmentation_masks
NF0018_T6	D4-3	zstack_images	segmentation_masks
NF0018_T6	G8-2	zstack_images	segmentation_masks
NF0018_T6	G3-3	zstack_images	segmentation_masks
NF0018_T6	F2-2	zstack_images	segmentation_masks
NF0018_T6	F8-1	zstack_images	segmentation_masks
NF0018_T6	F9-3	zstack_images	segmentation_masks
NF0018_T6	G6-3	zstack_images	segmentation_masks
NF0018_T6	F6-3	zstack_images	segmentation_masks
NF0018_T6	G4-2	zstack_images	segmentation_masks
NF0018_T6	G7-2	zstack_images	segmentation_masks
NF0018_T6	F5-2	zstack_images	segmentation_masks
NF0018_T6	G8-3	zstack_images	segmentation_masks
NF0018_T6	F11-1	zstack_images	segmentation_masks
NF0018_T6	G4-1	zstack_images	segmentation_masks
NF0018_T6	F7-4	zstack_images	segmentation_masks
NF0018_T6	D9-4	zstack_images	segmentation_masks
NF0018_T6	E8-1	zstack_images	segmentation_masks
NF0018_T6	G9-4	zstack_images	segmentation_masks
NF0018_T6	D3-2	zstack_images	segmentation_masks
NF0018_T6	D11-2	zstack_images	segmentation_masks
NF0018_T6	G9-5	zstack_images	segmentation_masks
NF0018_T6	E11-3	zstack_images	segmentation_masks
NF0018_T6	D5-1	zstack_images	segmentation_masks
NF0018_T6	F10-1	zstack_images	segmentation_masks
NF0018_T6	F9-4	zstack_images	segmentation_masks
NF0018_T6	G3-2	zstack_images	segmentation_masks
NF0018_T6	E8-3	zstack_images	segmentation_masks
NF0018_T6	E3-4	zstack_images	segmentation_masks
NF0018_T6	C9-1	zstack_images	segmentation_masks
NF0018_T6	D9-2	zstack_images	segmentation_masks
NF0018_T6	G4-3	zstack_images	segmentation_masks
NF0018_T6	F9-1	zstack_images	segmentation_masks
NF0018_T6	D2-4	zstack_images	segmentation_masks
NF0018_T6	G9-2	zstack_images	segmentation_masks
NF0018_T6	G2-1	zstack_images	segmentation_masks
NF0018_T6	F6-2	zstack_images	segmentation_masks
NF0018_T6	D7-3	zstack_images	segmentation_masks
NF0018_T6	C8-1	zstack_images	segmentation_masks
NF0018_T6	C10-3	zstack_images	segmentation_masks
NF0018_T6	F4-3	zstack_images	segmentation_masks
NF0018_T6	F5-1	zstack_images	segmentation_masks
NF0018_T6	G7-1	zstack_images	segmentation_masks
NF0018_T6	E7-2	zstack_images	segmentation_masks
NF0018_T6	C4-1	zstack_images	segmentation_masks
NF0018_T6	G3-1	zstack_images	segmentation_masks
NF0018_T6	D8-2	zstack_images	segmentation_masks
NF0018_T6	E8-5	zstack_images	segmentation_masks
NF0018_T6	C10-1	zstack_images	segmentation_masks
NF0018_T6	D11-1	zstack_images	segmentation_masks
NF0018_T6	F3-3	zstack_images	segmentation_masks
NF0018_T6	E3-2	zstack_images	segmentation_masks
NF0018_T6	E11-2	zstack_images	segmentation_masks
NF0018_T6	D11-4	zstack_images	segmentation_masks
NF0018_T6	F11-3	zstack_images	segmentation_masks
NF0018_T6	E6-1	zstack_images	segmentation_masks
NF0018_T6	D10-1	zstack_images	segmentation_masks
NF0018_T6	C11-1	zstack_images	segmentation_masks
NF0018_T6	C7-1	zstack_images	segmentation_masks
NF0018_T6	F6-1	zstack_images	segmentation_masks
NF0018_T6	F7-2	zstack_images	segmentation_masks
NF0018_T6	E-3	zstack_images	segmentation_masks
NF0018_T6	E5-1	zstack_images	segmentation_masks
NF0018_T6	C10-2	zstack_images	segmentation_masks
NF0018_T6	G10-1	zstack_images	segmentation_masks
NF0018_T6	D6-3	zstack_images	segmentation_masks
NF0018_T6	C8-5	zstack_images	segmentation_masks
NF0018_T6	D10-3	zstack_images	segmentation_masks
NF0018_T6	D4-1	zstack_images	segmentation_masks
NF0018_T6	C5-1	zstack_images	segmentation_masks
NF0018_T6	G5-1	zstack_images	segmentation_masks
NF0018_T6	C4-2	zstack_images	segmentation_masks
NF0018_T6	G5-2	zstack_images	segmentation_masks
NF0018_T6	E7-1	zstack_images	segmentation_masks
NF0018_T6	F8-2	zstack_images	segmentation_masks
NF0018_T6	F2-3	zstack_images	segmentation_masks
NF0018_T6	C7-2	zstack_images	segmentation_masks
NF0018_T6	E9-2	zstack_images	segmentation_masks
NF0018_T6	G11-1	zstack_images	segmentation_masks
NF0018_T6	E10-1	zstack_images	segmentation_masks
NF0018_T6	F8-3	zstack_images	segmentation_masks
NF0018_T6	E9-4	zstack_images	segmentation_masks
NF0018_T6	E9-1	zstack_images	segmentation_masks
NF0018_T6	E2-1	zstack_images	segmentation_masks
NF0018_T6	E4-1	zstack_images	segmentation_masks
NF0018_T6	E4-2	zstack_images	segmentation_masks
NF0018_T6	D10-2	zstack_images	segmentation_masks
NF0018_T6	D9-3	zstack_images	segmentation_masks
NF0018_T6	E3-3	zstack_images	segmentation_masks
NF0018_T6	E10-3	zstack_images	segmentation_masks
NF0018_T6	D4-2	zstack_images	segmentation_masks
NF0018_T6	D8-1	zstack_images	segmentation_masks
NF0018_T6	F7-1	zstack_images	segmentation_masks
NF0018_T6	D2-1	zstack_images	segmentation_masks
NF0018_T6	C9-3	zstack_images	segmentation_masks
NF0018_T6	E11-4	zstack_images	segmentation_masks
NF0018_T6	G9-3	zstack_images	segmentation_masks
NF0018_T6	F5-3	zstack_images	segmentation_masks
NF0018_T6	C11-2	zstack_images	segmentation_masks
NF0018_T6	D5-3	zstack_images	segmentation_masks
NF0018_T6	D11-3	zstack_images	segmentation_masks
NF0018_T6	C8-4	zstack_images	segmentation_masks
NF0021_T1	C11-4	zstack_images	segmentation_masks
NF0021_T1	D11-5	zstack_images	segmentation_masks
NF0021_T1	G2-5	zstack_images	segmentation_masks
NF0021_T1	C6-6	zstack_images	segmentation_masks
NF0021_T1	E5-2	zstack_images	segmentation_masks
NF0021_T1	D5-2	zstack_images	segmentation_masks
NF0021_T1	G6-1	zstack_images	segmentation_masks
NF0021_T1	F5-7	zstack_images	segmentation_masks
NF0021_T1	C6-7	zstack_images	segmentation_masks
NF0021_T1	C10-7	zstack_images	segmentation_masks
NF0021_T1	D2-5	zstack_images	segmentation_masks
NF0021_T1	G6-6	zstack_images	segmentation_masks
NF0021_T1	G8-1	zstack_images	segmentation_masks
NF0021_T1	E3-6	zstack_images	segmentation_masks
NF0021_T1	F5-4	zstack_images	segmentation_masks
NF0021_T1	D9-6	zstack_images	segmentation_masks
NF0021_T1	D10-5	zstack_images	segmentation_masks
NF0021_T1	C10-4	zstack_images	segmentation_masks
NF0021_T1	F2-7	zstack_images	segmentation_masks
NF0021_T1	C9-2	zstack_images	segmentation_masks
NF0021_T1	E2-7	zstack_images	segmentation_masks
NF0021_T1	D3-4	zstack_images	segmentation_masks
NF0021_T1	G2-3	zstack_images	segmentation_masks
NF0021_T1	C6-5	zstack_images	segmentation_masks
NF0021_T1	G5-6	zstack_images	segmentation_masks
NF0021_T1	C4-7	zstack_images	segmentation_masks
NF0021_T1	E8-6	zstack_images	segmentation_masks
NF0021_T1	F4-2	zstack_images	segmentation_masks
NF0021_T1	C9-6	zstack_images	segmentation_masks
NF0021_T1	D9-1	zstack_images	segmentation_masks
NF0021_T1	E2-2	zstack_images	segmentation_masks
NF0021_T1	G4-4	zstack_images	segmentation_masks
NF0021_T1	E2-3	zstack_images	segmentation_masks
NF0021_T1	C5-2	zstack_images	segmentation_masks
NF0021_T1	C8-6	zstack_images	segmentation_masks
NF0021_T1	C11-3	zstack_images	segmentation_masks
NF0021_T1	D6-7	zstack_images	segmentation_masks
NF0021_T1	D3-3	zstack_images	segmentation_masks
NF0021_T1	F4-6	zstack_images	segmentation_masks
NF0021_T1	C6-1	zstack_images	segmentation_masks
NF0021_T1	E6-3	zstack_images	segmentation_masks
NF0021_T1	G11-3	zstack_images	segmentation_masks
NF0021_T1	D3-1	zstack_images	segmentation_masks
NF0021_T1	F10-3	zstack_images	segmentation_masks
NF0021_T1	G9-1	zstack_images	segmentation_masks
NF0021_T1	F11-2	zstack_images	segmentation_masks
NF0021_T1	C3-2	zstack_images	segmentation_masks
NF0021_T1	C4-3	zstack_images	segmentation_masks
NF0021_T1	E3-1	zstack_images	segmentation_masks
NF0021_T1	G6-7	zstack_images	segmentation_masks
NF0021_T1	G2-6	zstack_images	segmentation_masks
NF0021_T1	E9-3	zstack_images	segmentation_masks
NF0021_T1	G8-5	zstack_images	segmentation_masks
NF0021_T1	D2-2	zstack_images	segmentation_masks
NF0021_T1	G3-7	zstack_images	segmentation_masks
NF0021_T1	G6-2	zstack_images	segmentation_masks
NF0021_T1	C7-6	zstack_images	segmentation_masks
NF0021_T1	G11-2	zstack_images	segmentation_masks
NF0021_T1	E6-2	zstack_images	segmentation_masks
NF0021_T1	F2-1	zstack_images	segmentation_masks
NF0021_T1	G8-6	zstack_images	segmentation_masks
NF0021_T1	F3-2	zstack_images	segmentation_masks
NF0021_T1	C3-7	zstack_images	segmentation_masks
NF0021_T1	D6-1	zstack_images	segmentation_masks
NF0021_T1	G7-7	zstack_images	segmentation_masks
NF0021_T1	C3-5	zstack_images	segmentation_masks
NF0021_T1	F11-6	zstack_images	segmentation_masks
NF0021_T1	C6-2	zstack_images	segmentation_masks
NF0021_T1	E7-6	zstack_images	segmentation_masks
NF0021_T1	E2-4	zstack_images	segmentation_masks
NF0021_T1	C8-3	zstack_images	segmentation_masks
NF0021_T1	C5-5	zstack_images	segmentation_masks
NF0021_T1	F7-3	zstack_images	segmentation_masks
NF0021_T1	F9-2	zstack_images	segmentation_masks
NF0021_T1	G7-3	zstack_images	segmentation_masks
NF0021_T1	C4-4	zstack_images	segmentation_masks
NF0021_T1	F3-1	zstack_images	segmentation_masks
NF0021_T1	D3-7	zstack_images	segmentation_masks
NF0021_T1	G11-7	zstack_images	segmentation_masks
NF0021_T1	E11-1	zstack_images	segmentation_masks
NF0021_T1	D3-6	zstack_images	segmentation_masks
NF0021_T1	D7-7	zstack_images	segmentation_masks
NF0021_T1	G3-4	zstack_images	segmentation_masks
NF0021_T1	E7-7	zstack_images	segmentation_masks
NF0021_T1	C2-6	zstack_images	segmentation_masks
NF0021_T1	E11-6	zstack_images	segmentation_masks
NF0021_T1	D6-6	zstack_images	segmentation_masks
NF0021_T1	F4-1	zstack_images	segmentation_masks
NF0021_T1	F3-7	zstack_images	segmentation_masks
NF0021_T1	E4-3	zstack_images	segmentation_masks
NF0021_T1	E7-4	zstack_images	segmentation_masks
NF0021_T1	C7-5	zstack_images	segmentation_masks
NF0021_T1	F11-7	zstack_images	segmentation_masks
NF0021_T1	F2-5	zstack_images	segmentation_masks
NF0021_T1	D7-1	zstack_images	segmentation_masks
NF0021_T1	F6-5	zstack_images	segmentation_masks
NF0021_T1	F10-2	zstack_images	segmentation_masks
NF0021_T1	D6-2	zstack_images	segmentation_masks
NF0021_T1	G8-4	zstack_images	segmentation_masks
NF0021_T1	D2-3	zstack_images	segmentation_masks
NF0021_T1	C3-1	zstack_images	segmentation_masks
NF0021_T1	F6-7	zstack_images	segmentation_masks
NF0021_T1	G10-3	zstack_images	segmentation_masks
NF0021_T1	F4-4	zstack_images	segmentation_masks
NF0021_T1	D5-7	zstack_images	segmentation_masks
NF0021_T1	F8-6	zstack_images	segmentation_masks
NF0021_T1	G5-7	zstack_images	segmentation_masks
NF0021_T1	C2-1	zstack_images	segmentation_masks
NF0021_T1	D2-6	zstack_images	segmentation_masks
NF0021_T1	C5-3	zstack_images	segmentation_masks
NF0021_T1	C3-3	zstack_images	segmentation_masks
NF0021_T1	E4-6	zstack_images	segmentation_masks
NF0021_T1	G5-3	zstack_images	segmentation_masks
NF0021_T1	E7-3	zstack_images	segmentation_masks
NF0021_T1	C2-2	zstack_images	segmentation_masks
NF0021_T1	G2-2	zstack_images	segmentation_masks
NF0021_T1	E2-6	zstack_images	segmentation_masks
NF0021_T1	G6-4	zstack_images	segmentation_masks
NF0021_T1	D8-3	zstack_images	segmentation_masks
NF0021_T1	F8-4	zstack_images	segmentation_masks
NF0021_T1	E5-7	zstack_images	segmentation_masks
NF0021_T1	C7-3	zstack_images	segmentation_masks
NF0021_T1	E4-7	zstack_images	segmentation_masks
NF0021_T1	E8-2	zstack_images	segmentation_masks
NF0021_T1	D7-2	zstack_images	segmentation_masks
NF0021_T1	F7-7	zstack_images	segmentation_masks
NF0021_T1	E3-7	zstack_images	segmentation_masks
NF0021_T1	D4-3	zstack_images	segmentation_masks
NF0021_T1	C11-7	zstack_images	segmentation_masks
NF0021_T1	G8-2	zstack_images	segmentation_masks
NF0021_T1	C5-6	zstack_images	segmentation_masks
NF0021_T1	C11-5	zstack_images	segmentation_masks
NF0021_T1	G3-3	zstack_images	segmentation_masks
NF0021_T1	F2-6	zstack_images	segmentation_masks
NF0021_T1	G9-6	zstack_images	segmentation_masks
NF0021_T1	E6-5	zstack_images	segmentation_masks
NF0021_T1	F2-2	zstack_images	segmentation_masks
NF0021_T1	F8-1	zstack_images	segmentation_masks
NF0021_T1	F9-3	zstack_images	segmentation_masks
NF0021_T1	G4-6	zstack_images	segmentation_masks
NF0021_T1	G6-3	zstack_images	segmentation_masks
NF0021_T1	F6-3	zstack_images	segmentation_masks
NF0021_T1	G4-2	zstack_images	segmentation_masks
NF0021_T1	D10-4	zstack_images	segmentation_masks
NF0021_T1	E10-5	zstack_images	segmentation_masks
NF0021_T1	E2-5	zstack_images	segmentation_masks
NF0021_T1	G7-2	zstack_images	segmentation_masks
NF0021_T1	C9-5	zstack_images	segmentation_masks
NF0021_T1	C10-6	zstack_images	segmentation_masks
NF0021_T1	G3-6	zstack_images	segmentation_masks
NF0021_T1	C10-5	zstack_images	segmentation_masks
NF0021_T1	D10-7	zstack_images	segmentation_masks
NF0021_T1	F5-2	zstack_images	segmentation_masks
NF0021_T1	G8-3	zstack_images	segmentation_masks
NF0021_T1	E6-6	zstack_images	segmentation_masks
NF0021_T1	F11-1	zstack_images	segmentation_masks
NF0021_T1	G10-7	zstack_images	segmentation_masks
NF0021_T1	F10-6	zstack_images	segmentation_masks
NF0021_T1	G4-1	zstack_images	segmentation_masks
NF0021_T1	F7-4	zstack_images	segmentation_masks
